Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
445372,446876,1,2015-09-11,19:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Other,Driver,Slight,Male,23
429702,434348,3,2015-09-11,18:40:00,A(M),Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,25
423664,433428,3,2015-09-11,15:27:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,20
433009,425935,2,2015-09-11,17:08:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,59
440133,445949,1,2015-09-11,16:26:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Serious,Male,52
428743,432714,2,2015-09-11,13:41:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,41
431833,435987,2,2015-09-11,08:16:00,B,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,35
430356,438557,2,2015-09-11,11:20:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,40
434333,425851,1,2015-09-11,06:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,45
434333,425851,1,2015-09-11,06:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,21
431518,429235,2,2015-09-11,11:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,20
437356,430142,1,2015-09-11,11:07:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,30
430356,438557,2,2015-09-11,11:20:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,33
420579,445267,1,2015-09-11,07:18:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Pedestrian,Slight,Female,31
430060,433991,1,2015-09-12,02:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,28
424441,442060,1,2015-09-12,07:41:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Car,Driver,Slight,Male,26
432552,433803,2,2015-09-12,17:11:00,A,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Female,84
425950,426791,2,2015-09-12,20:38:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,21
431711,435435,3,2015-09-12,20:45:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,55
431711,435435,3,2015-09-12,20:45:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,46
426224,433074,2,2015-09-12,16:09:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,32
434713,428888,2,2015-09-13,18:39:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Bus,Driver,Slight,Male,40
425997,428216,2,2015-09-13,10:34:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,1
434713,428888,2,2015-09-13,18:39:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,51
430481,424268,2,2015-09-13,16:15:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,26
429481,432217,2,2015-09-13,14:48:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,83
436797,443822,3,2015-09-13,10:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,54
425997,428216,2,2015-09-13,10:34:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,9
425997,428216,2,2015-09-13,10:34:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,25
425997,428216,2,2015-09-13,10:34:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,33
429900,435437,1,2015-09-13,02:45:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,18
429900,435437,1,2015-09-13,02:45:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Female,18
425997,428216,2,2015-09-13,10:34:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,6
431610,434429,1,2015-09-14,17:06:00,C,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,9
431626,436139,1,2015-09-14,18:25:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,55
428209,434608,2,2015-09-14,18:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,16
431966,430483,2,2015-09-14,15:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,26
426829,438036,2,2015-09-15,00:20:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Passenger,Slight,Female,21
428045,432829,2,2015-09-15,00:52:00,B,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,21
424932,427648,2,2015-09-15,04:05:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Male,24
424932,427648,2,2015-09-15,04:05:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver,Slight,Female,37
418982,443894,2,2015-09-15,08:33:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,37
424968,427556,2,2015-09-15,15:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,27
435779,436767,1,2015-09-15,16:25:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,13
431995,435769,2,2015-09-16,18:34:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,55
432640,435858,2,2015-09-16,15:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,64
422226,441978,3,2015-09-16,17:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Serious,Male,27
428836,440125,2,2015-09-16,08:41:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,10
432311,427593,2,2015-09-16,07:51:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Serious,Male,27
426813,438102,2,2015-09-16,10:44:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Female,29
424391,428123,2,2015-09-17,11:35:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,40
440032,439599,2,2015-09-17,12:12:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Fatal,Male,40
428957,435474,1,2015-09-17,15:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,36
430850,435449,2,2015-09-17,08:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Female,30
430861,434159,2,2015-09-17,14:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,41
424185,438896,2,2015-09-17,17:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,59
426292,435590,2,2015-09-17,17:52:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,54
435719,436233,2,2015-09-18,21:45:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Bus,Passenger,Slight,Male,41
435719,436233,2,2015-09-18,21:45:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,49
445337,431640,2,2015-09-18,19:19:00,A,Dry,Darkness: Street lights present and lit,Fine without high winds,Motorcycle,Driver,Slight,Male,22
425169,434220,2,2015-09-18,16:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,53
436997,435940,2,2015-09-18,17:40:00,Unclassified,Wet/Damp,Daylight: Street lights present,Raining without high winds,Pedal cycle,Driver,Slight,Female,11
425577,443074,2,2015-09-18,16:48:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,53
428855,425992,2,2015-09-18,12:55:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,18
428855,425992,2,2015-09-18,12:55:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,25
426565,431853,2,2015-09-18,11:54:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,71
426565,431853,2,2015-09-18,11:54:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Serious,Male,47
432524,427558,2,2015-09-18,07:43:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,46
426498,431868,2,2015-09-18,14:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,41
429884,426397,3,2015-09-19,14:35:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,37
428855,425992,2,2015-09-19,19:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,1
428855,425992,2,2015-09-19,19:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,30
429884,426397,3,2015-09-19,14:35:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,42
430431,433760,2,2015-09-19,05:15:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Male,46
429884,426397,3,2015-09-19,14:35:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,41
432240,439375,3,2015-09-19,13:44:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,94
432197,444977,2,2015-09-19,06:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,47
430676,433455,1,2015-09-19,18:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,43
429884,426397,3,2015-09-19,14:35:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,39
425641,434241,2,2015-09-20,08:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,26
419542,441601,2,2015-09-20,13:20:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,78
419542,441601,2,2015-09-20,13:20:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,56
434173,433874,1,2015-09-20,13:35:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Pedestrian,Slight,Female,25
428426,428659,3,2015-09-20,14:19:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,18
426524,427203,2,2015-09-20,15:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,39
435211,434783,1,2015-09-20,13:44:00,A,Dry,Daylight: Street lights present,Fine without high winds,Bus,Passenger,Slight,Female,3
435110,431313,3,2015-09-21,19:50:00,Motorway,Dry,Darkness: No street lighting,Fine without high winds,Car,Passenger,Serious,Male,50
435110,431313,3,2015-09-21,19:50:00,Motorway,Dry,Darkness: No street lighting,Fine without high winds,Car,Driver,Serious,Male,31
434498,436877,2,2015-09-21,18:52:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,18
427555,434481,2,2015-09-21,14:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,21
427555,434481,2,2015-09-21,14:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,21
427555,434481,2,2015-09-21,14:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,23
431439,432632,2,2015-09-21,07:45:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Pedal cycle,Driver,Slight,Male,24
428438,435713,2,2015-09-21,08:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Slight,Male,20
427555,434481,2,2015-09-21,14:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,21
424524,437059,2,2015-09-21,08:45:00,A,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Pedal cycle,Driver,Serious,Male,39
426315,436546,2,2015-09-22,08:26:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,21
423461,437691,3,2015-09-22,10:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,37
428199,436527,2,2015-09-22,15:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,23
433640,433238,2,2015-09-22,20:49:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Male,33
433640,433238,2,2015-09-22,20:49:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,20
433640,433238,2,2015-09-22,20:49:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,20
423852,438277,1,2015-09-23,17:08:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,21
429369,434956,2,2015-09-23,13:50:00,A,Wet/Damp,Daylight: Street lights present,Raining without high winds,Pedal cycle,Driver,Serious,Female,18
432247,439384,≥4,2015-09-23,11:58:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,34
428418,432486,2,2015-09-23,10:01:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,29
426840,438069,2,2015-09-23,08:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,56
432957,427611,2,2015-09-23,08:40:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,40
432784,425976,3,2015-09-23,07:52:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle,Passenger,Slight,Male,58
432784,425976,3,2015-09-23,07:52:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle,Driver,Slight,Male,32
419600,441576,2,2015-09-23,08:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,29
430527,435282,1,2015-09-24,14:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,25
428764,434060,1,2015-09-24,22:55:00,A,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,21
428450,438232,1,2015-09-24,14:45:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,11
441662,434623,2,2015-09-24,11:35:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Goods vehicle,Driver,Slight,Male,41
431963,435813,2,2015-09-24,08:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,18
426836,435705,1,2015-09-24,10:50:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,95
428254,432850,1,2015-09-24,09:15:00,B,Dry,Daylight: Street lights present,Fine without high winds,Bus,Pedestrian,Slight,Male,45
428647,436996,1,2015-09-24,14:12:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,67
434603,436787,3,2015-09-25,19:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Driver,Serious,Male,17
426379,437875,1,2015-09-25,14:57:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,14
429427,433462,1,2015-09-25,13:33:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle,Pedestrian,Slight,Male,21
432855,435962,3,2015-09-25,18:12:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,25
427395,435004,1,2015-09-25,11:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,30
428531,431378,3,2015-09-25,07:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,65
